[10:10:37] [main/INFO]: ModLauncher running: args [--username, skanders, --version, neoforge-21.1.97, --gameDir, C:\Users\msand\curseforge\minecraft\Instances\Matt Neo, --assetsDir, C:\Users\msand\curseforge\minecraft\Install\assets, --assetIndex, 17, --uuid, 2a77a6196c31402394c3f662f497ca45, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, 6ff090-a410f1-3056ff-267389-cdc69b, --xuid, 2533274803161267, --userType, msa, --versionType, release, --width, 2560, --height, 1440, , , , , --fml.neoForgeVersion, 21.1.97, --fml.fmlVersion, 4.0.35, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient]
[10:10:37] [main/INFO]: JVM identified as Eclipse Adoptium OpenJDK 64-Bit Server VM 21.0.5+11-LTS
[10:10:37] [main/INFO]: ModLauncher 11.0.4+main.d2e20e43 starting: java version 21.0.5 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[10:10:38] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[10:10:38] [main/INFO]: Trying GL version 4.6
[10:10:38] [main/INFO]: Requested GL version 4.6 got version 4.6
[10:10:38] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/msand/curseforge/minecraft/Install/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23107!/ Service=ModLauncher Env=CLIENT
[10:10:38] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 4070 SUPER/PCIe/SSE2 GL version 4.6.0 NVIDIA 566.36, NVIDIA Corporation
[10:10:38] [main/INFO]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.97:client]
[10:10:38] [main/INFO]: Found mod file "neoforge-21.1.97-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[C:\Users\msand\curseforge\minecraft\Install\libraries\net\neoforged\neoforge\21.1.97\neoforge-21.1.97-universal.jar]], reader: mod manifest]
[10:10:38] [main/INFO]: Found mod file "actuallyadditions-1.3.13+mc1.21.1.jar" [locator: {mods folder locator at C:\Users\msand\curseforge\minecraft\Instances\Matt Neo\mods}, reader: mod manifest]
[10:10:38] [main/INFO]: Found mod file "appliedenergistics2-19.0.27.jar" [locator: {mods folder locator at C:\Users\msand\curseforge\minecraft\Instances\Matt Neo\mods}, reader: mod manifest]
[10:10:38] [main/INFO]: Found mod file "architectury-13.0.8-neoforge.jar" [locator: {mods folder locator at C:\Users\msand\curseforge\minecraft\Instances\Matt Neo\mods}, reader: mod manifest]
[10:10:38] [main/INFO]: Found mod file "ars_nouveau-1.21.1-5.4.1-all.jar" [locator: {mods folder locator at C:\Users\msand\curseforge\minecraft\Instances\Matt Neo\mods}, reader: mod manifest]
[10:10:38] [main/INFO]: Found mod file "artifacts-neoforge-12.0.5.jar" [locator: {mods folder locator at C:\Users\msand\curseforge\minecraft\Instances\Matt Neo\mods}, reader: mod manifest]
[10:10:38] [main/INFO]: Found mod file "attributefix-neoforge-1.21.1-21.1.2.jar" [locator: {mods folder locator at C:\Users\msand\curseforge\minecraft\Instances\Matt Neo\mods}, reader: mod manifest]
[10:10:38] [main/INFO]: Found mod file "balm-neoforge-1.21.1-21.0.23.jar" [locator: {mods folder locator at C:\Users\msand\curseforge\minecraft\Instances\Matt Neo\mods}, reader: mod manifest]
[10:10:38] [main/INFO]: Found mod file "Beautiful-Campfires-neoforge-1.21-1.0.2.jar" [locator: {mods folder locator at C:\Users\msand\curseforge\minecraft\Instances\Matt Neo\mods}, reader: mod manifest]
